0.01,0.7188358045030203,0.6952224052718287
0.05,0.741900054914882,0.7578253706754531
0.1,0.7688083470620538,0.7550796265788029
0.2,0.7973640856672158,0.7781438769906645
0.6,0.8154859967051071,0.8121911037891268
1,0.8369028006589786,0.8259198242723779

0.01,0.7254255903349808,0.6721581548599671
0.05,0.7633168588687534,0.7386051619989017
0.1,0.7616694124107634,0.7622185612300933
0.2,0.7946183415705657,0.7792421746293245
0.6,0.8012081274025261,0.7995606809445359
1,0.828665568369028,0.8264689730917079

0.01,0.6776496430532675,0.6996155958264689
0.05,0.7605711147721033,0.7221306974190006
0.1,0.7638660076880834,0.7644151565074135
0.2,0.7946183415705657,0.7759472817133443
0.6,0.7940691927512356,0.8034047226798462
1,0.8220757825370676,0.828116419549698

0.01,0.6661175178473366,0.6441515650741351
0.05,0.7561779242174629,0.7402526084568918
0.1,0.7561779242174629,0.7380560131795717
0.2,0.7786930258099946,0.7814387699066447
0.6,0.8083470620538166,0.8045030203185063
1,0.8242723778143877,0.8165842943437671
